CIP13,NOM COURT,PRODUIT,Code EphMRA,Classe EphMRA,"Code
ATC","Classe
ATC","Code
ATC 2","Libellé
ATC 2",Base de remboursement Année 2017,"Nombre de boites remboursées     
Année 2017",Montant remboursé     Année 2017
3400938498134,CLARITHROMYCINE BIOGARAN 250 MG CPR 10,CLARITHROMYCINE BIOGARAN,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,"535,841 €","116,623","370,502 €"
3400938491500,CLARITHROMYCINE BIOGARAN 500 MG CPR 10,CLARITHROMYCINE BIOGARAN,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,"948,679 €","103,379","658,865 €"
3400939989099,CLARITHROMYCINE BIOGARAN 500 MG CPR 10,CLARITHROMYCINE BIOGARAN,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,"680,903 €","74,159","468,059 €"
3400938491739,CLARITHROMYCINE BIOGARAN 500 MG CPR 14,CLARITHROMYCINE BIOGARAN,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,"944,362 €","72,486","659,832 €"
3400939988610,CLARITHROMYCINE BIOGARAN 500 MG CPR 5,CLARITHROMYCINE BIOGARAN,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,"244,630 €","53,265","165,628 €"
3400936780569,CLARITHROMYCINE EG 250MG CPR 10,CLARITHROMYCINE EG,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,"80,103 €","17,256","56,122 €"
3400930345191,CLARITHROMYCINE EG 500 MG CPR 10,CLARITHROMYCINE EG,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,"115,554 €","12,571","79,677 €"
3400930004371,CLARITHROMYCINE EG 500 MG CPR 5,CLARITHROMYCINE EG,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,"42,510 €","9,244","28,719 €"
3400936860094,CLARITHROMYCINE EG 500MG CPR 10,CLARITHROMYCINE EG,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,"153,433 €","16,583","106,407 €"
3400936860155,CLARITHROMYCINE EG 500MG CPR 14,CLARITHROMYCINE EG,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,"153,417 €","11,602","105,207 €"
3400938494112,CLARITHROMYCINE EVOLUGEN 250 MG CPR 10,CLARITHROMYCINE EVOLUGEN,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,"26,108 €","5,682","18,026 €"
3400949486298,CLARITHROMYCINE EVOLUGEN 500 MG CPR 10,CLARITHROMYCINE EVOLUGEN,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,"38,262 €","4,167","26,165 €"
3400938493160,CLARITHROMYCINE EVOLUGEN 500 MG CPR 14,CLARITHROMYCINE EVOLUGEN,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,"71,691 €","5,498","49,669 €"
3400938502596,CLARITHROMYCINE MYLAN 25 MG/ML 1 FLACON DE 100 ML,CLARITHROMYCINE MYLAN,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,"247,082 €","44,656","160,876 €"
3400938086713,CLARITHROMYCINE MYLAN 250 MG CPR 10,CLARITHROMYCINE MYLAN,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,"541,227 €","115,720","375,734 €"
3400938502718,CLARITHROMYCINE MYLAN 50 MG/ML 1 FLACON DE 60 ML,CLARITHROMYCINE MYLAN,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,"297,084 €","46,855","194,734 €"
3400938087253,CLARITHROMYCINE MYLAN 500 MG CPR 10,CLARITHROMYCINE MYLAN,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,"1,030,968 €","110,892","720,476 €"
3400949407927,CLARITHROMYCINE MYLAN 500 MG CPR 10,CLARITHROMYCINE MYLAN,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,"3,584 €",386,"2,463 €"
3400938087314,CLARITHROMYCINE MYLAN 500 MG CPR 14,CLARITHROMYCINE MERCK,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,"1,045,688 €","78,420","729,018 €"
3400949407408,CLARITHROMYCINE MYLAN 500 MG CPR 5,CLARITHROMYCINE MYLAN,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,"1,583 €",337,"1,083 €"
3400936554634,CLARITHROMYCINE MYLAN PHARMA 500 MG CPR 10,CLARITHROMYCINE MYLAN PHARMA,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,"656,592 €","71,547","452,228 €"
3400939041858,CLARITHROMYCINE MYLAN PHARMA 500 MG CPR 10,CLARITHROMYCINE MYLAN PHARMA,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,77 €,8,67 €
3400939041919,CLARITHROMYCINE MYLAN PHARMA 500 MG CPR 14,CLARITHROMYCINE MYLAN PHARMA,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,26 €,2,17 €
3400936554283,CLARITHROMYCINE MYLAN PHARMA 500 MG CPR 5,CLARITHROMYCINE MYLAN PHARMA,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,"195,281 €","42,381","132,449 €"
3400921607659,CLARITHROMYCINE PFIZER 500 MG CPR 14,CLARITHROMYCINE PFIZER,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,39 €,3,25 €
3400939038438,CLARITHROMYCINE PHARMA 250 MG CPR 10,CLARITHROMYCINE PHARMA,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,5 €,1,3 €
3400936780330,CLARITHROMYCINE RANBAXY 250MG CPR 10,CLARITHROMYCINE RANBAXY,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,"20,621 €","4,492","14,403 €"
3400936860506,CLARITHROMYCINE RANBAXY 500MG 30,CLARITHROMYCINE H3 SANTE,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,26 €,1,17 €
3400936860384,CLARITHROMYCINE RANBAXY 500MG CPR 10,CLARITHROMYCINE RANBAXY,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,"42,485 €","4,633","29,802 €"
3400936860445,CLARITHROMYCINE RANBAXY 500MG CPR 14,CLARITHROMYCINE RANBAXY,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,"42,600 €","3,269","29,927 €"
3400938088953,CLARITHROMYCINE RATIOPHARM 250 MG CPR 10,CLARITHROMYCINE RATIOPHARM,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,27 €,6,21 €
3400938090154,CLARITHROMYCINE RATIOPHARM 500 MG CPR 10,CLARITHROMYCINE RATIOPHARM,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,37 €,4,24 €
3400938090215,CLARITHROMYCINE RATIOPHARM 500 MG CPR 14,CLARITHROMYCINE RATIOPHARM,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,39 €,3,25 €
3400938501308,CLARITHROMYCINE SANDOZ 25 MG/ML 1 FLACON DE 100 ML,CLARITHROMYCINE SANDOZ,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,"92,228 €","16,921","60,146 €"
3400938087772,CLARITHROMYCINE SANDOZ 250MG CPR 10,CLARITHROMYCINE SANDOZ,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,"297,577 €","64,804","205,966 €"
3400938501537,CLARITHROMYCINE SANDOZ 50 MG/ML 1 FLACON DE 60 ML,CLARITHROMYCINE SANDOZ,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,"121,664 €","19,494","79,824 €"
3400938089554,CLARITHROMYCINE SANDOZ 500 MG CPR 10,CLARITHROMYCINE SANDOZ,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,"598,005 €","65,228","418,556 €"
3400938089615,CLARITHROMYCINE SANDOZ 500 MG CPR 14,CLARITHROMYCINE SANDOZ,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,"490,114 €","37,649","341,675 €"
3400938089844,CLARITHROMYCINE SANDOZ 500 MG CPR 30,CLARITHROMYCINE SANDOZ,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,27 €,1,17 €
3400938553635,CLARITHROMYCINE TEVA 250 MG CPR 10,CLARITHROMYCINE TEVA,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,"178,642 €","38,495","122,677 €"
3400949408986,CLARITHROMYCINE TEVA 500 MG CPR 10,CLARITHROMYCINE TEVA,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,"321,969 €","35,000","221,732 €"
3400949408528,CLARITHROMYCINE TEVA 500 MG CPR 5,CLARITHROMYCINE TEVA,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,"93,763 €","20,405","63,469 €"
3400938179255,CLARITHROMYCINE TEVA 500MG CPR 10,CLARITHROMYCINE TEVA,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,"365,674 €","39,092","252,544 €"
3400938179316,CLARITHROMYCINE TEVA 500MG CPR 14,CLARITHROMYCINE TEVA,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,"307,498 €","23,147","213,344 €"
3400938179484,CLARITHROMYCINE TEVA 500MG CPR 30,CLARITHROMYCINE TEVA,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,"13,961 €",527,"11,070 €"
3400938536546,CLARITHROMYCINE ZYDUS 250 MG CPR 10,CLARITHROMYCINE ZYDUS,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,"19,956 €","4,346","14,134 €"
3400938539219,CLARITHROMYCINE ZYDUS 500 MG CPR 10,CLARITHROMYCINE ZYDUS,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,"60,210 €","6,566","41,929 €"
3400938539448,CLARITHROMYCINE ZYDUS 500 MG CPR 14,CLARITHROMYCINE ZYDUS,J01F,MACROLIDES ET APPARENTES,J01FA09,CLARITHROMYCINE,J01,ANTIBACTERIENS A USAGE SYSTEMIQUE,"37,743 €","2,905","26,001 €"
3400933560515,CLARITYNE 1 MG/1 ML SIROP FL 1/120 ML,CLARITYNE,R06A,ANTIHISTAMINIQUES SYSTEMIQUES,R06AX13,LORATADINE,R06,ANTIHISTAMINIQUES A USAGE SYSTEMIQUE,"306,373 €","104,534","95,456 €"
3400933560454,CLARITYNE 1 MG/1 ML SIROP FL 1/60 ML,CLARITYNE,R06A,ANTIHISTAMINIQUES SYSTEMIQUES,R06AX13,LORATADINE,R06,ANTIHISTAMINIQUES A USAGE SYSTEMIQUE,"118,346 €","70,676","36,425 €"
3400927488207,CLARITYNE 10 MG CPR 14,CLARITYNE,R06A,ANTIHISTAMINIQUES SYSTEMIQUES,R06AX13,LORATADINE,R06,ANTIHISTAMINIQUES A USAGE SYSTEMIQUE,47 €,19,21 €
3400932989164,CLARITYNE 10MG CPR 15,CLARITYNE,R06A,ANTIHISTAMINIQUES SYSTEMIQUES,R06AX13,LORATADINE,R06,ANTIHISTAMINIQUES A USAGE SYSTEMIQUE,"674,222 €","248,238","271,079 €"
3400936206601,CLASTOBAN 800MG CPR 60,CLASTOBAN,M05B4,DIPHOSPHONATES POUR LES TROUBLES DU CALCIUM TUMEUR DEPENDANTS,M05BA02,CLODRONIQUE ACIDE,M05,MEDICAMENTS POUR LE TRAITEMENT DES DESORDRES OSSEUX,"4,234,926 €","18,986","4,064,340 €"
3400935264350,CLIMASTON 1 MG/10 MG CPR 28,CLIMASTON,G03F,"ASSOCIATIONS D'OESTROGENES AVEC DES PROGESTATIFS, G03A EXCLUS",G03FB08,DYDROGESTERONE ET ESTROGENE,G03,HORMONES SEXUELLES ET MODULATEURS DE LA FONCTION GENITALE,"394,969 €","62,153","272,669 €"
3400935660381,CLIMASTON 1 MG/5 MG CPR 28,CLIMASTON,G03F,"ASSOCIATIONS D'OESTROGENES AVEC DES PROGESTATIFS, G03A EXCLUS",G03FA14,DYDROGESTERONE ET ESTROGENE,G03,HORMONES SEXUELLES ET MODULATEURS DE LA FONCTION GENITALE,"2,107,931 €","331,986","1,422,838 €"
3400934385247,CLIMASTON 2 MG/10 MG CPR 28,CLIMASTON,G03F,"ASSOCIATIONS D'OESTROGENES AVEC DES PROGESTATIFS, G03A EXCLUS",G03FB08,DYDROGESTERONE ET ESTROGENE,G03,HORMONES SEXUELLES ET MODULATEURS DE LA FONCTION GENITALE,"624,302 €","98,268","441,374 €"
3400933604370,CLIMENE CPR 21,CLIMENE,G03F,"ASSOCIATIONS D'OESTROGENES AVEC DES PROGESTATIFS, G03A EXCLUS",G03HB01,CYPROTERONE ET ESTROGENE,G03,HORMONES SEXUELLES ET MODULATEURS DE LA FONCTION GENITALE,"232,639 €","34,447","159,662 €"
3400935762320,CLIMODIENE 2MG/2MG CPR 28,CLIMODIENE,G03F,"ASSOCIATIONS D'OESTROGENES AVEC DES PROGESTATIFS, G03A EXCLUS",G03FA15,DIENOGEST ET ESTROGENE,G03,HORMONES SEXUELLES ET MODULATEURS DE LA FONCTION GENITALE,"71,100 €","10,597","48,473 €"
3400935635839,"CLINIMIX N12G20E SOL INJ 0,5L+0,5L 8/1 L",CLINIMIX,K01E1,SOLUTIONS STANDARD D'ACIDES AMINES,B05BA10,ASSOCIATIONS,B05,SUBSTITUTS DU SANG ET SOLUTIONS DE PERFUSION,"15,614 €",530,"15,397 €"
3400935636089,"CLINIMIX N12G20E SOL INJ 0,75L+0,75L 6/1,5 L",CLINIMIX,K01E1,SOLUTIONS STANDARD D'ACIDES AMINES,B05BA10,ASSOCIATIONS,B05,SUBSTITUTS DU SANG ET SOLUTIONS DE PERFUSION,"4,412 €",130,"4,282 €"
3400935428714,CLINIMIX N12G20E SOL INJ 1L+1L 4/2 L,CLINIMIX,K01E1,SOLUTIONS STANDARD D'ACIDES AMINES,B05BA10,ASSOCIATIONS,B05,SUBSTITUTS DU SANG ET SOLUTIONS DE PERFUSION,"29,292 €",765,"29,292 €"
3400935635600,"CLINIMIX N9G15E SOL INJ 0,5L+0,5L 8/1 L",CLINIMIX,K01E1,SOLUTIONS STANDARD D'ACIDES AMINES,B05BA10,ASSOCIATIONS,B05,SUBSTITUTS DU SANG ET SOLUTIONS DE PERFUSION,"314,696 €","10,435","297,749 €"
3400935635778,"CLINIMIX N9G15E SOL INJ 0,75L+0,75L 6/1,5 L",CLINIMIX,K01E1,SOLUTIONS STANDARD D'ACIDES AMINES,B05BA10,ASSOCIATIONS,B05,SUBSTITUTS DU SANG ET SOLUTIONS DE PERFUSION,"17,379 €",502,"16,310 €"
3400935189967,CLINOMEL N7-1000 EMULSION + SOL 1L 1/1 L,CLINOMEL,K01D2,EMULSIONS LIPIDIQUES EN ASSOCIATION,B05BA10,ASSOCIATIONS,B05,SUBSTITUTS DU SANG ET SOLUTIONS DE PERFUSION,61 €,2,61 €
3400937952309,CLOBEX 500 MCG/G SHAMPOOING 1/125 ML,CLOBEX,D07A,CORTICOIDES A USAGE TOPIQUE NON ASSOCIES,D07AD01,CLOBETASOL,D07,"CORTICOIDES, PREPARATIONS DERMATOLOGIQUES","7,668,139 €","430,887","5,336,454 €"
3400949001293,CLOBEX 500 MICROG/G SH (AIP BBFARMA) 1,CLOBEX,D07A,CORTICOIDES A USAGE TOPIQUE NON ASSOCIES,D07AD01,CLOBETASOL,D07,"CORTICOIDES, PREPARATIONS DERMATOLOGIQUES","23,111 €","1,374","15,929 €"
3400949001910,CLOBEX 500 MICROGRAMMES/G SHAMPOOING 125 ML,CLOBEX,D07A,CORTICOIDES A USAGE TOPIQUE NON ASSOCIES,D07AD01,CLOBETASOL,D07,"CORTICOIDES, PREPARATIONS DERMATOLOGIQUES","10,621 €",628,"7,479 €"
3400932623389,CLOMID 50MG CPR 5,CLOMID,G03G,"GONADOTROPHINES, AUTRES STIMULANTS DE L'OVULATION INCLUS",G03GB02,CLOMIFENE,G03,HORMONES SEXUELLES ET MODULATEURS DE LA FONCTION GENITALE,"758,181 €","214,048","484,775 €"
3400934207259,CLOMIPRAMINE MYLAN 10MG CPR 60,CLOMIPRAMINE MYLAN,N06A9,AUTRES ANTIDEPRESSEURS,N06AA04,CLOMIPRAMINE,N06,PSYCHOANALEPTIQUES,"105,005 €","54,019","81,924 €"
3400934207839,CLOMIPRAMINE MYLAN 25MG CPR 50,CLOMIPRAMINE MYLAN,N06A9,AUTRES ANTIDEPRESSEURS,N06AA04,CLOMIPRAMINE,N06,PSYCHOANALEPTIQUES,"431,598 €","135,172","359,787 €"
3400935301413,CLOMIPRAMINE MYLAN 75MG CPR SEC 20,CLOMIPRAMINE MYLAN,N06A9,AUTRES ANTIDEPRESSEURS,N06AA04,CLOMIPRAMINE,N06,PSYCHOANALEPTIQUES,"1,419,010 €","520,553","1,242,206 €"
3400935650917,CLOMIPRAMINE RPG 25MG GELULE 50,CLOMIPRAMINE RPG,N06A9,AUTRES ANTIDEPRESSEURS,N06AA04,CLOMIPRAMINE,N06,PSYCHOANALEPTIQUES,25 €,8,25 €
3400936892613,CLOMIPRAMINE SANDOZ 10MG CPR 60,CLOMIPRAMINE SANDOZ,N06A9,AUTRES ANTIDEPRESSEURS,N06AA04,CLOMIPRAMINE,N06,PSYCHOANALEPTIQUES,"158,682 €","81,788","123,626 €"
3400936883628,CLOMIPRAMINE SANDOZ 25MG CPR 50,CLOMIPRAMINE SANDOZ,N06A9,AUTRES ANTIDEPRESSEURS,N06AA04,CLOMIPRAMINE,N06,PSYCHOANALEPTIQUES,"523,515 €","164,603","435,610 €"
3400936806917,CLOMIPRAMINE SANDOZ 75MG CPR SEC 20,CLOMIPRAMINE SANDOZ,N06A9,AUTRES ANTIDEPRESSEURS,N06AA04,CLOMIPRAMINE,N06,PSYCHOANALEPTIQUES,"869,165 €","319,486","761,144 €"
3400935149466,CLOMIPRAMINE TEVA 10MG GELULE 60,CLOMIPRAMINE TEVA,N06A9,AUTRES ANTIDEPRESSEURS,N06AA04,CLOMIPRAMINE,N06,PSYCHOANALEPTIQUES,147 €,75,122 €
3400935149695,CLOMIPRAMINE TEVA 25MG GELULE 60,CLOMIPRAMINE TEVA,N06A9,AUTRES ANTIDEPRESSEURS,N06AA04,CLOMIPRAMINE,N06,PSYCHOANALEPTIQUES,265 €,68,227 €
3400935325884,CLOMIPRAMINE ZYDUS 10MG CPR 60,CLOMIPRAMINE ZYDUS,N06A9,AUTRES ANTIDEPRESSEURS,N06AA04,CLOMIPRAMINE,N06,PSYCHOANALEPTIQUES,19 €,10,18 €
3400927610165,CLOPIDOGREL ABBOTT 75 MG CPR 30,CLOPIDOGREL ABBOTT,B01C2,INHIBITEURS AGREGATION PLAQUETTAIRE ANTAGONISTES RECEPTEURS ADENOSINE DIPHOSPHATE,B01AC04,CLOPIDOGREL,B01,ANTITHROMBOTIQUES,291 €,18,274 €
3400927983672,CLOPIDOGREL ACCORD 75 MG CPR 30,CLOPIDOGREL ACCORD,B01C2,INHIBITEURS AGREGATION PLAQUETTAIRE ANTAGONISTES RECEPTEURS ADENOSINE DIPHOSPHATE,B01AC04,CLOPIDOGREL,B01,ANTITHROMBOTIQUES,16 €,1,16 €
3400939741802,CLOPIDOGREL ALMUS 75 MG CPR 30,CLOPIDOGREL ALMUS,B01C2,INHIBITEURS AGREGATION PLAQUETTAIRE ANTAGONISTES RECEPTEURS ADENOSINE DIPHOSPHATE,B01AC04,CLOPIDOGREL,B01,ANTITHROMBOTIQUES,"1,203,211 €","75,937","1,134,082 €"
3400939716787,CLOPIDOGREL ALTER 75 MG PLAQ (PA/ALU/PVC/ALU) CPR 30,CLOPIDOGREL ALTER,B01C2,INHIBITEURS AGREGATION PLAQUETTAIRE ANTAGONISTES RECEPTEURS ADENOSINE DIPHOSPHATE,B01AC04,CLOPIDOGREL,B01,ANTITHROMBOTIQUES,32 €,2,32 €
3400939715896,CLOPIDOGREL ALTER 75 MG PLAQ (PVC/PE/PVDC/ALU) CPR 30,CLOPIDOGREL ALTER,B01C2,INHIBITEURS AGREGATION PLAQUETTAIRE ANTAGONISTES RECEPTEURS ADENOSINE DIPHOSPHATE,B01AC04,CLOPIDOGREL,B01,ANTITHROMBOTIQUES,"112,441 €","7,105","106,397 €"
3400927397264,CLOPIDOGREL ARROW 75 MG 30 COMPRIMES,CLOPIDOGREL ARROW,B01C2,INHIBITEURS AGREGATION PLAQUETTAIRE ANTAGONISTES RECEPTEURS ADENOSINE DIPHOSPHATE,B01AC04,CLOPIDOGREL,B01,ANTITHROMBOTIQUES,31 €,2,26 €
3400939698946,CLOPIDOGREL ARROW 75MG CPR 30,CLOPIDOGREL ARROW,B01C2,INHIBITEURS AGREGATION PLAQUETTAIRE ANTAGONISTES RECEPTEURS ADENOSINE DIPHOSPHATE,B01AC04,CLOPIDOGREL,B01,ANTITHROMBOTIQUES,"279,592 €","17,650","255,758 €"
3400939689951,CLOPIDOGREL ARROW GENERIQUES 75 MG CPR 30,CLOPIDOGREL ARROW GENERIQUES,B01C2,INHIBITEURS AGREGATION PLAQUETTAIRE ANTAGONISTES RECEPTEURS ADENOSINE DIPHOSPHATE,B01AC04,CLOPIDOGREL,B01,ANTITHROMBOTIQUES,"4,997,620 €","314,132","4,700,895 €"
3400939698427,CLOPIDOGREL ARROW LAB 75 MG CPR 30,CLOPIDOGREL ARROW LAB,B01C2,INHIBITEURS AGREGATION PLAQUETTAIRE ANTAGONISTES RECEPTEURS ADENOSINE DIPHOSPHATE,B01AC04,CLOPIDOGREL,B01,ANTITHROMBOTIQUES,"3,363 €",212,"3,227 €"
3400926643881,CLOPIDOGREL BGR  75 MG CPR 30,CLOPIDOGREL BGR,B01C2,INHIBITEURS AGREGATION PLAQUETTAIRE ANTAGONISTES RECEPTEURS ADENOSINE DIPHOSPHATE,B01AC04,CLOPIDOGREL,B01,ANTITHROMBOTIQUES,"21,572,081 €","1,361,135","20,273,955 €"
3400930065068,"CLOPIDOGREL BGR 75 MG 1 BOITE DE 30, COMPRIMES PEL",CLOPIDOGREL BGR,B01C2,INHIBITEURS AGREGATION PLAQUETTAIRE ANTAGONISTES RECEPTEURS ADENOSINE DIPHOSPHATE,B01AC04,CLOPIDOGREL,B01,ANTITHROMBOTIQUES,"251,113 €","15,919","230,184 €"
3400939684239,CLOPIDOGREL BIOGARAN 75 MG CPR 30,CLOPIDOGREL BIOGARAN,B01C2,INHIBITEURS AGREGATION PLAQUETTAIRE ANTAGONISTES RECEPTEURS ADENOSINE DIPHOSPHATE,B01AC04,CLOPIDOGREL,B01,ANTITHROMBOTIQUES,"36,399 €","2,298","33,835 €"
3400939875156,CLOPIDOGREL BIOSTABILEX 75 MG CPR 30,CLOPIDOGREL BIOSTABILEX,B01C2,INHIBITEURS AGREGATION PLAQUETTAIRE ANTAGONISTES RECEPTEURS ADENOSINE DIPHOSPHATE,B01AC04,CLOPIDOGREL,B01,ANTITHROMBOTIQUES,"1,972 €",124,"1,914 €"
3400939708744,CLOPIDOGREL BOUCHARA-RECORDATI 75 MG CPR 30,CLOPIDOGREL BOUCHARA-RECORDATI,B01C2,INHIBITEURS AGREGATION PLAQUETTAIRE ANTAGONISTES RECEPTEURS ADENOSINE DIPHOSPHATE,B01AC04,CLOPIDOGREL,B01,ANTITHROMBOTIQUES,"287,251 €","18,126","271,042 €"
3400939712475,CLOPIDOGREL CRISTERS 75MG CPR 30,CLOPIDOGREL CRISTERS,B01C2,INHIBITEURS AGREGATION PLAQUETTAIRE ANTAGONISTES RECEPTEURS ADENOSINE DIPHOSPHATE,B01AC04,CLOPIDOGREL,B01,ANTITHROMBOTIQUES,"1,638,939 €","103,362","1,547,350 €"
3400939678726,CLOPIDOGREL EG 75 MG CPR 30,CLOPIDOGREL EG,B01C2,INHIBITEURS AGREGATION PLAQUETTAIRE ANTAGONISTES RECEPTEURS ADENOSINE DIPHOSPHATE,B01AC04,CLOPIDOGREL,B01,ANTITHROMBOTIQUES,"3,291,316 €","206,076","3,096,857 €"
3400939710525,CLOPIDOGREL EVOLUGEN 75 MG CPR 30,CLOPIDOGREL EVOLUGEN,B01C2,INHIBITEURS AGREGATION PLAQUETTAIRE ANTAGONISTES RECEPTEURS ADENOSINE DIPHOSPHATE,B01AC04,CLOPIDOGREL,B01,ANTITHROMBOTIQUES,"1,101,286 €","69,511","1,038,300 €"
